レース番号,競技性別,競技名,世界記録,日本記録,年齢区分,大会記録,順位,選手名,チーム名,水路,時間,大会新,飛込タイム,LAPタイム
No.16,男子,50m自由形,33.74,33.74,85~89歳,43.66,2,丸野公敏,セ・南千住,1/9,1:06.37,,,
No.16,男子,50m自由形,31.23,31.23,80~84歳,36.52,1,井口穣,セ・東戸塚,6/54,0.77,,0.82,
No.16,男子,50m自由形,31.23,31.23,80~84歳,36.52,2,池端孝一,セ・成瀬,5/74,1.81,,0.92,
No.16,男子,50m自由形,31.23,31.23,80~84歳,36.52,3,中村欣正,セ・流山,4/44,2.40,,0.80,
No.16,男子,50m自由形,31.23,31.23,80~84歳,36.52,4,井上隆史,セ・市ヶ尾,4/64,4.32,,1.00,
No.16,男子,50m自由形,31.23,31.23,80~84歳,36.52,5,小田稔,セ・慶應日吉,3/64,5.75,,1.00,
No.16,男子,50m自由形,31.23,31.23,80~84歳,36.52,6,保谷由夫,G-SPA,2/55,0.22,,0.92,
No.16,男子,50m自由形,31.23,31.23,80~84歳,36.52,7,増山晶一,セ・下北沢,1/75,4.23,,1.06,
No.16,男子,50m自由形,31.23,31.23,80~84歳,36.52,8,丸本芳郎,ザノス鶴見,1/25,6.18,,,
No.16,男子,50m自由形,29.19,30.08,75~79歳,32.1,1,滋野文夫,セ・前橋,18/93,0.61,大会新,0.86,
No.16,男子,50m自由形,29.19,30.08,75~79歳,32.1,2,木津誠,セ・成城,9/53,5.17,,0.83,
No.16,男子,50m自由形,29.19,30.08,75~79歳,32.1,3,嶋﨑昭夫,セ・西東京,8/33,7.76,,0.85,
No.16,男子,50m自由形,29.19,30.08,75~79歳,32.1,4,瀧下敏和,セ・志木,6/14,1.51,,0.92,
No.16,男子,50m自由形,29.19,30.08,75~79歳,32.1,5,石井肇,墨田区体育館,3/94,2.33,,1.11,
No.16,男子,50m自由形,29.19,30.08,75~79歳,32.1,6,丸喜章,セ・茂原,6/24,3.02,,1.00,
No.16,男子,50m自由形,29.19,30.08,75~79歳,32.1,7,田中信夫,セ・越谷,3/74,5.66,,1.17,
No.16,男子,50m自由形,29.19,30.08,75~79歳,32.1,8,松永勝,セ・おおたか,2/44,6.06,,1.16,
No.16,男子,50m自由形,29.19,30.08,75~79歳,32.1,9,御手洗康美,セ・大森,2/74,6.19,,1.09,
No.16,男子,50m自由形,29.19,30.08,75~79歳,32.1,10,手塚満,セ・おおたか,3/24,7.64,,0.83,
No.16,男子,50m自由形,29.19,30.08,75~79歳,32.1,11,泉保央,セ・慶應日吉,3/34,9.83,,,
No.16,男子,50m自由形,29.19,30.08,75~79歳,32.1,12,内田幸稔,セ・松戸,5/105,0.34,,0.91,
No.16,男子,50m自由形,29.19,30.08,75~79歳,32.1,13,竹島正明,セ・越谷,1/55,2.66,,0.92,
No.16,男子,50m自由形,27.12,28.58,70~74歳,29.64,1,亀田一麿,セ・東戸塚,13/53,3.41,,0.83,
No.16,男子,50m自由形,27.12,28.58,70~74歳,29.64,2,安藤次郎,セ・館山,12/23,3.95,,0.83,
No.16,男子,50m自由形,27.12,28.58,70~74歳,29.64,3,鈴木幹男,セ・我孫子,11/23,6.05,,0.96,
No.16,男子,50m自由形,27.12,28.58,70~74歳,29.64,4,古川賢一郎,ザノス川崎,5/53,9.06,,1.24,
No.16,男子,50m自由形,27.12,28.58,70~74歳,29.64,5,幡場達明,セ・大宮宮原,8/93,9.37,,0.82,
No.16,男子,50m自由形,27.12,28.58,70~74歳,29.64,6,橋本亘,セ・おおたか,5/63,9.45,,0.92,
No.16,男子,50m自由形,27.12,28.58,70~74歳,29.64,7,宇佐美栄二,セ・阿佐谷,7/54,0.53,,0.94,
No.16,男子,50m自由形,27.12,28.58,70~74歳,29.64,8,常山賢二,曽谷・セ,6/74,0.66,,1.03,
No.16,男子,50m自由形,27.12,28.58,70~74歳,29.64,9,服部陽一,セ・成瀬,6/104,1.21,,0.81,
No.16,男子,50m自由形,27.12,28.58,70~74歳,29.64,10,梅村潔,セ・茂原,4/74,2.15,,0.75,
No.16,男子,50m自由形,27.12,28.58,70~74歳,29.64,11,中村雄一,G-SPA,5/44,2.37,,,
No.16,男子,50m自由形,27.12,28.58,70~74歳,29.64,12,松下達一,セ・成城,6/94,3.33,,1.07,
No.16,男子,50m自由形,27.12,28.58,70~74歳,29.64,13,大久保美伸,セ・松戸,3/84,7.02,,1.08,
No.16,男子,50m自由形,27.12,28.58,70~74歳,29.64,14,山田幸男,セ・南千住,3/44,7.41,,1.06,
No.16,男子,50m自由形,27.12,28.58,70~74歳,29.64,15,増田行雄,セ・蒲田,2/84,9.40,,1.07,
No.16,男子,50m自由形,27.12,28.58,70~74歳,29.64,16,髙橋修一,セ・我孫子,2/35,0.52,,1.06,
No.16,男子,50m自由形,27.12,28.58,70~74歳,29.64,17,森下善夫,セ・大宮宮原,3/105,2.30,,0.92,
No.16,男子,50m自由形,26.21,26.35,65~69歳,28.14,1,冨松実,セ・二俣川,15/93,2.99,,0.71,
No.16,男子,50m自由形,26.21,26.35,65~69歳,28.14,2,槙田誠,セ・南千住,12/33,4.68,,0.76,
No.16,男子,50m自由形,26.21,26.35,65~69歳,28.14,3,山梨英克,セ・我孫子,9/63,5.10,,0.74,
No.16,男子,50m自由形,26.21,26.35,65~69歳,28.14,4,佐藤信弘,セ・桶川北本,10/73,5.37,,0.89,
No.16,男子,50m自由形,26.21,26.35,65~69歳,28.14,5,五十嵐洋,セ・おおたか,10/53,5.93,,0.71,
No.16,男子,50m自由形,26.21,26.35,65~69歳,28.14,6,阿部宏之助,セ・上池袋,8/23,8.24,,0.83,
No.16,男子,50m自由形,26.21,26.35,65~69歳,28.14,7,茂木和哉,セ・市ヶ尾,9/33,8.29,,0.78,
No.16,男子,50m自由形,26.21,26.35,65~69歳,28.14,8,西森文史郎,セ・長津田,9/43,8.37,,0.91,
No.16,男子,50m自由形,26.21,26.35,65~69歳,28.14,9,仲宇佐隆一,セ・横浜,10/93,8.41,,0.79,
No.16,男子,50m自由形,26.21,26.35,65~69歳,28.14,10,山中一男,セ・阿佐谷,8/83,9.73,,0.87,
No.16,男子,50m自由形,26.21,26.35,65~69歳,28.14,11,金丸正弘,セ・府中,2/24,0.68,,1.21,
No.16,男子,50m自由形,26.21,26.35,65~69歳,28.14,12,赤坂吉昭,セ・葛西,9/74,1.91,,0.87,
No.16,男子,50m自由形,26.21,26.35,65~69歳,28.14,13,内藤謙一,セ・松戸,2/64,3.18,,1.59,
No.16,男子,50m自由形,26.21,26.35,65~69歳,28.14,14,秋山和弘,ザノス鶴見,3/14,7.29,,0.88,
No.16,男子,50m自由形,26.21,26.35,65~69歳,28.14,15,櫛田伸彦,ザノス鶴見,4/84,7.65,,1.10,
No.16,男子,50m自由形,26.21,26.35,65~69歳,28.14,16,楢橋章,セ・川越,2/95,5.68,,1.34,
No.16,男子,50m自由形,24.82,26.66,60~64歳,27.13,1,金子勝,セ・岩槻,17/23,0.64,,0.67,
No.16,男子,50m自由形,24.82,26.66,60~64歳,27.13,2,和田浩一,セ・用賀,16/63,0.81,,0.78,
No.16,男子,50m自由形,24.82,26.66,60~64歳,27.13,3,沼田真清,セ・南青山,19/73,1.04,,0.59,
No.16,男子,50m自由形,24.82,26.66,60~64歳,27.13,4,廣本佳也,セ・上池袋,15/53,2.02,,0.93,
No.16,男子,50m自由形,24.82,26.66,60~64歳,27.13,5,神尾尚人,セ・市ヶ尾,14/33,2.59,,0.68,
No.16,男子,50m自由形,24.82,26.66,60~64歳,27.13,6,中村幸弘,セ・越谷,14/63,2.74*特別賞(申)*,,0.87,
No.16,男子,50m自由形,24.82,26.66,60~64歳,27.13,7,一色洋志,セ・福生,13/63,2.93,,0.73,
No.16,男子,50m自由形,24.82,26.66,60~64歳,27.13,8,森明法,セ・慶應日吉,11/63,3.08,,0.97,
No.16,男子,50m自由形,24.82,26.66,60~64歳,27.13,9,名田裕,セ・稲毛海岸,13/93,4.48,,0.99,
No.16,男子,50m自由形,24.82,26.66,60~64歳,27.13,10,横浜健,セ・南青山,13/23,4.95,,0.78,
No.16,男子,50m自由形,24.82,26.66,60~64歳,27.13,11,金田雅之,セ・育見台,12/93,5.13,,0.90,
No.16,男子,50m自由形,24.82,26.66,60~64歳,27.13,12,横山恵一,セ・越谷,7/43,5.61,,0.79,
No.16,男子,50m自由形,24.82,26.66,60~64歳,27.13,13,二宮次郎,セ・南宇都宮,8/63,6.60,,0.74,
No.16,男子,50m自由形,24.82,26.66,60~64歳,27.13,14,山元修一,セ・葛西,4/23,9.18,,0.78,
No.16,男子,50m自由形,24.82,26.66,60~64歳,27.13,15,後藤潤,セ・成城,6/33,9.25,,0.84,
No.16,男子,50m自由形,24.82,26.66,60~64歳,27.13,16,渡邉聖,セ・大森,6/83,9.26,,0.97,
No.16,男子,50m自由形,24.82,26.66,60~64歳,27.13,17,山本勝,セ・慶應日吉,7/63,9.34,,0.87,
No.16,男子,50m自由形,24.82,26.66,60~64歳,27.13,18,上松高造,セ・武蔵小杉,5/34,1.31,,0.84,
No.16,男子,50m自由形,24.82,26.66,60~64歳,27.13,19,安藤靖,セ・南青山,8/14,1.68,,0.77,
No.16,男子,50m自由形,24.82,26.66,60~64歳,27.13,20,岡部浩次,セ・上池袋,6/64,2.42,,1.02,
No.16,男子,50m自由形,24.82,26.66,60~64歳,27.13,21,具島春彦,セ・大森,5/85,0.68,,1.07,
No.16,男子,50m自由形,24.82,26.66,60~64歳,27.13,22,中村袋,セ・市川,1/3,1:10.76,,1.03,
No.16,男子,50m自由形,24.45,24.45,55~59歳,26.96,1,金子惠一,セ・前橋,23/92,7.90,,0.75,
No.16,男子,50m自由形,24.45,24.45,55~59歳,26.96,2,阿部憲一,セ・大宮宮原,20/52,8.74,,0.71,
No.16,男子,50m自由形,24.45,24.45,55~59歳,26.96,3,中村勝,セ・南千住,20/22,9.92,,0.69,
No.16,男子,50m自由形,24.45,24.45,55~59歳,26.96,4,小林健,セ・葛西,17/33,0.42,,0.71,
No.16,男子,50m自由形,24.45,24.45,55~59歳,26.96,5,浅田康朗,セ・大森,19/63,0.74,,0.75,
No.16,男子,50m自由形,24.45,24.45,55~59歳,26.96,6,兵藤鋭雄,セ・目黒,17/73,1.03,,0.76,
No.16,男子,50m自由形,24.45,24.45,55~59歳,26.96,7,山賀勝之,セ・南青山,16/33,1.06,,0.69,
No.16,男子,50m自由形,24.45,24.45,55~59歳,26.96,8,新井良育,セ・市ヶ尾,14/93,1.79,,0.79,
No.16,男子,50m自由形,24.45,24.45,55~59歳,26.96,9,山田隆弘,セ・市川,15/73,2.14,,0.77,
No.16,男子,50m自由形,24.45,24.45,55~59歳,26.96,10,穴田啓樹,セ・慶應日吉,12/53,2.88,,0.78,
No.16,男子,50m自由形,24.45,24.45,55~59歳,26.96,11,福田剛紀,G-SPA,13/33,3.13,,0.78,
No.16,男子,50m自由形,24.45,24.45,55~59歳,26.96,12,田中基幹,セ・流山,14/83,3.31,,0.84,
No.16,男子,50m自由形,24.45,24.45,55~59歳,26.96,13,佐藤正章,セ・用賀,14/23,3.77,,0.81,
No.16,男子,50m自由形,24.45,24.45,55~59歳,26.96,14,兼森伸兒,ザノス八景,13/13,4.75,,0.80,
No.16,男子,50m自由形,24.45,24.45,55~59歳,26.96,15,大木義之,セ・清瀬,8/53,6.11,,0.89,
No.16,男子,50m自由形,24.45,24.45,55~59歳,26.96,16,佐野裕之,セ・武蔵小杉,8/73,6.94,,0.79,
No.16,男子,50m自由形,24.45,24.45,55~59歳,26.96,17,北村勇,セ・育見台,9/83,7.33,,0.66,
No.16,男子,50m自由形,24.45,24.45,55~59歳,26.96,18,萱沼憲司郎,セ・茂原,10/13,8.07,,0.88,
No.16,男子,50m自由形,24.45,24.45,55~59歳,26.96,19,福田義晴,セ・市川,8/43,9.27,,0.97,
No.16,男子,50m自由形,24.45,24.45,55~59歳,26.96,20,小野和彦,セ・新川崎,4/94,2.29,,0.89,
No.16,男子,50m自由形,24.45,24.45,55~59歳,26.96,21,安部盛博,セ・成城,5/14,2.78,,0.90,
No.16,男子,50m自由形,24.45,24.45,55~59歳,26.96,22,半澤繁,セ・清瀬,5/94,4.38,,0.80,
No.16,男子,50m自由形,24.45,24.45,55~59歳,26.96,23,須川真彦,セ・s湘南台,1/44,7.87,,1.06,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,1,池田正輝,セ・市ヶ尾,25/32,5.70,大会新,0.67,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,2,大村俊文,セ・二俣川,21/72,6.64,大会新,0.72,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,3,長崎啓,セ・二俣川,23/82,8.73,,0.80,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,4,川端邦武,セ・西台,18/52,9.13,,0.72,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,5,松崎敏明,セ・慶應日吉,22/62,9.27,,0.73,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,6,藤本豊和,セ・長津田,21/62,9.41,,0.63,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,7,石上智啓,セ・二俣川,22/102,9.81,,0.71,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,8,西村太郎,セ・千葉みなと,18/82,9.85,,0.62,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,9,阿部賢裕,セ・育見台,17/42,9.95,,0.73,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,10,増渕博之,セ・藤沢,15/43,0.09,,0.84,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,11,弭間政隆,セ・葛西,17/93,0.21,,0.93,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,12,門倉孝行,セ・慶應日吉,10/63,0.31,,0.94,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,13,荒井正明,セ・八千代台,17/63,0.37,,0.75,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,14,西野宮冬木,セ・長津田,16/23,0.68,,0.86,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,15,前田光輝,セ・おおたか,11/43,0.69,,0.67,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,16,内藤充,セ・新川崎,17/83,0.85,,0.77,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,17,青木健二,セ・蒲田,17/103,1.10,,0.61,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,18,山田大介,セ・武蔵小杉,16/73,1.15,,0.72,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,19,足立晃,セ・新川崎,18/33,1.41,,0.83,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,20,成島毅,セ・F宇都宮,12/63,2.06,,0.80,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,21,廣瀬淳一,セ・トレッサ,15/83,2.59,,0.81,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,22,千葉忠英,セ・天王洲,14/43,3.30,,0.79,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,23,岡田育行,セ・越谷,15/13,3.66,,0.77,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,24,松本考弘,セ・清瀬,15/63,3.84,,0.92,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,25,金子謙一,セ・長津田,12/43,4.15,,0.79,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,26,高梨繁,ザノス川崎,12/73,4.95,,0.72,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,27,塚越有宏,セ・市ヶ尾,7/73,5.37,,0.81,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,28,大川明徳,セ・阿佐谷,10/43,5.54,,1.06,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,29,庄司和明,セ・松戸,10/33,6.11,,0.94,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,30,宮本昌雄,セ・二俣川,12/13,6.42,,0.73,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,31,ノーズノーマウィ,セ・松戸,10/83,6.57,,0.97,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,32,鈴木克彦,セ・平塚,4/13,7.68,,0.78,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,33,三﨑淳二,セ・桶川北本,5/23,8.16,,0.92,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,34,向山高弘,セ・ときわ台,8/103,9.75,,0.93,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,35,東條博,セ・阿佐谷,4/104,2.04,,1.14,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,36,落合理,セ・武蔵小杉,6/44,2.28,,0.85,
No.16,男子,50m自由形,24.08,24.08,50~54歳,26.99,37,飯田勝章,セ・志木,3/54,4.63,,1.06,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,1,北川貴義,セ・阿佐谷,21/42,8.20,,0.71,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,2,倉持公一,セ・天王洲,21/92,8.58,,0.75,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,3,渡邊忠幸,セ・南宇都宮,22/42,8.74,,0.78,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,4,堀川広祐,セ・二俣川,22/12,8.88,,0.66,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,5,宅間健介,セ・天王洲,18/42,9.24,,0.75,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,6,前田潤,セ・松戸,18/22,9.43,,0.59,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,7,佐々木茂倫,セ・流山,20/82,9.50,,0.72,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,8,加地隆史,セ・葛西,18/72,9.77,,0.72,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,8,今井裕介,セ・南千住,20/12,9.77,,0.69,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,10,宮崎健,セ・福生,21/13,0.14,,0.72,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,11,宮岡亮介,セ・亀有,16/53,0.43,,0.78,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,12,磯貝知弘,セ・柏,20/103,0.73,,0.77,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,13,花輪博之,セ・越谷,18/13,0.79,,0.83,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,14,松平一真,セ・本郷台,19/53,0.86,,0.75,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,15,若杉佳宏,セ・阿佐谷,18/103,1.15,,0.74,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,16,栗原大輔,セ・成瀬,13/83,1.38,,0.85,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,17,西田幸弘,セ・藤沢,15/103,1.71,,0.87,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,18,中嶋智史,セ・市ヶ尾,16/83,2.25,,0.70,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,19,櫻井直仁,セ・清瀬,14/103,3.27,,0.88,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,20,浅野亮介,セ・新都心,7/83,3.69,,0.88,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,21,小島直政,セ・久喜,9/23,4.04,,1.03,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,22,小林貴大,セ・蘇我,12/83,4.15,,0.81,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,23,田辺直行,セ・武蔵小杉,7/33,4.60,,0.95,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,24,鈴木直哉,セ・八王子,11/93,5.37,,0.93,
No.16,男子,50m自由形,23.55,23.55,45~49歳,25.69,25,志水剛,セ・大宮宮原,10/103,7.06,,0.88,
No.16,男子,50m自由形,23.14,23.25,40~44歳,25.23,1,島脇晃也,セ・大森,24/42,6.00,,0.66,
No.16,男子,50m自由形,23.14,23.25,40~44歳,25.23,2,前田崇行,セ・二俣川,24/72,6.52,,0.68,
No.16,男子,50m自由形,23.14,23.25,40~44歳,25.23,3,山口雅文,ミズノMT,11/32,6.93,,0.76,
No.16,男子,50m自由形,23.14,23.25,40~44歳,25.23,4,吉田拓磨,セ・上池袋,23/32,7.03,,0.67,
No.16,男子,50m自由形,23.14,23.25,40~44歳,25.23,5,村守,セ・成城,20/42,8.37,,0.79,
No.16,男子,50m自由形,23.14,23.25,40~44歳,25.23,6,木村知行,セ・二俣川,21/32,8.42,,0.71,
No.16,男子,50m自由形,23.14,23.25,40~44歳,25.23,7,石井将太,セ・成瀬,22/52,8.52,,0.77,
No.16,男子,50m自由形,23.14,23.25,40~44歳,25.23,8,鈴木敏志,セ・松戸,23/12,8.90,,0.76,
No.16,男子,50m自由形,23.14,23.25,40~44歳,25.23,9,小林弘典,セ・大森,21/22,9.03,,0.69,
No.16,男子,50m自由形,23.14,23.25,40~44歳,25.23,10,宮崎隆寛,セ・越谷,13/43,2.44,,0.75,
No.16,男子,50m自由形,23.14,23.25,40~44歳,25.23,11,山岡哲也,セ・二俣川,17/13,2.78,,0.84,
No.16,男子,50m自由形,23.14,23.25,40~44歳,25.23,12,小田島丈典,セ・福生,14/53,3.58,,0.78,
No.16,男子,50m自由形,23.14,23.25,40~44歳,25.23,13,上村匠,セ・下北沢,13/73,4.23,,0.86,
No.16,男子,50m自由形,23.14,23.25,40~44歳,25.23,14,田中遼太,セ・慶應日吉,12/103,4.43,,0.69,
No.16,男子,50m自由形,23.14,23.25,40~44歳,25.23,15,宇佐美学,セ・大森,11/53,5.72,,0.83,
No.16,男子,50m自由形,23.14,23.25,40~44歳,25.23,16,清水大輔,セ・桶川北本,10/23,8.06,,0.85,
No.16,男子,50m自由形,22.76,23.2,35~39歳,24.83,1,吉川重行,セ・桶川北本,23/52,6.99,,0.67,
No.16,男子,50m自由形,22.76,23.2,35~39歳,24.83,2,高津周平,セ・武蔵小杉,24/22,7.31,,0.68,
No.16,男子,50m自由形,22.76,23.2,35~39歳,24.83,3,鈴木遼,セ・二俣川,19/42,9.93,,0.73,
No.16,男子,50m自由形,22.76,23.2,35~39歳,24.83,4,手塚一智,セ・大宮宮原,19/33,0.94,,0.72,
No.16,男子,50m自由形,22.76,23.2,35~39歳,24.83,5,佐々木悠介,セ・福島,11/103,6.82,,0.95,
No.16,男子,50m自由形,22.13,22.95,30~34歳,24.64,1,板垣義人,セ・トレッサ,25/52,4.97,,0.66,
No.16,男子,50m自由形,22.13,22.95,30~34歳,24.64,2,塚本拓也,セ・清瀬,23/62,7.00*特別賞(申)*,,0.63,
No.16,男子,50m自由形,22.13,22.95,30~34歳,24.64,3,石井孟,セ・葛西,24/12,7.63,,0.65,
No.16,男子,50m自由形,22.13,22.95,30~34歳,24.64,4,梅林大貴,セ・成城,19/82,8.45,,0.69,
No.16,男子,50m自由形,22.13,22.95,30~34歳,24.64,5,寺田遼太,セ・天王洲,21/52,8.83,,0.88,
No.16,男子,50m自由形,22.13,22.95,30~34歳,24.64,6,大野淳哉,セ・上池袋,14/73,0.87,,0.77,
No.16,男子,50m自由形,22.13,22.95,30~34歳,24.64,7,中村勇介,セ・慶應日吉,11/83,3.91,,0.93,
No.16,男子,50m自由形,22.3,22.75,25~29歳,24.2,1,安芸祐作,ミズノMT,25/72,5.02,,0.63,
No.16,男子,50m自由形,22.3,22.75,25~29歳,24.2,2,神戸優悠希,セ・茂原,20/72,5.84,,0.69,
No.16,男子,50m自由形,22.3,22.75,25~29歳,24.2,3,松尾勇太,セ・南青山,25/82,6.05,,0.61,
No.16,男子,50m自由形,22.3,22.75,25~29歳,24.2,4,宮田遼太,セ・成城,23/22,6.37,,0.71,
No.16,男子,50m自由形,22.3,22.75,25~29歳,24.2,5,松澤朋樹,セ・武蔵小杉,25/92,6.61,,0.80,
No.16,男子,50m自由形,22.3,22.75,25~29歳,24.2,6,小林和矢,セ・成城,19/22,6.64,,0.72,
No.16,男子,50m自由形,22.3,22.75,25~29歳,24.2,7,鈴木央雅,セ・清瀬,24/52,6.70,,0.70,
No.16,男子,50m自由形,22.3,22.75,25~29歳,24.2,8,高見沢重倫,セ・慶應日吉,22/82,6.87,,0.62,
No.16,男子,50m自由形,22.3,22.75,25~29歳,24.2,9,中原志門,セ・大森,24/62,7.05,,0.69,
No.16,男子,50m自由形,22.3,22.75,25~29歳,24.2,10,室坂拓真,セ・用賀,24/32,7.10,,0.65,
No.16,男子,50m自由形,22.3,22.75,25~29歳,24.2,11,谷口太文,ミズノMT,20/32,7.42,,0.66,
No.16,男子,50m自由形,22.3,22.75,25~29歳,24.2,12,加納聖士,セ・葛西,19/92,7.94,,0.68,
No.16,男子,50m自由形,22.3,22.75,25~29歳,24.2,13,川西智大,セ・南千住,22/72,8.29,,0.76,
No.16,男子,50m自由形,22.3,22.75,25~29歳,24.2,14,亀井智貴,セ・用賀,7/23,1.53,,0.74,
No.16,男子,50m自由形,22.3,22.75,25~29歳,24.2,15,岡本昌也,セ・藤沢,9/93,2.84,,0.75,
No.16,男子,50m自由形,22.3,22.76,18~24歳,22.8,1,設樂航希,セ・流山,25/62,4.43,,0.64,
No.16,男子,50m自由形,22.3,22.76,18~24歳,22.8,2,韓準燃,セ・八王子,25/22,4.62,,0.68,
No.16,男子,50m自由形,22.3,22.76,18~24歳,22.8,3,川口皓生,セ・柏,25/42,5.45,,0.64,
No.16,男子,50m自由形,22.3,22.76,18~24歳,22.8,4,村田拓斗,セ・長津田,25/102,5.60,,0.75,
No.16,男子,50m自由形,22.3,22.76,18~24歳,22.8,5,萩原裕大,セ・清瀬,22/92,5.62,,0.58,
No.16,男子,50m自由形,22.3,22.76,18~24歳,22.8,6,青木海斗,セ・用賀,24/82,6.39,,0.67,
No.16,男子,50m自由形,22.3,22.76,18~24歳,22.8,7,村上裕哉,セ・南千住,23/72,6.82,,0.67,
No.16,男子,50m自由形,22.3,22.76,18~24歳,22.8,8,荒井優吾,セ・成瀬,24/92,7.05,,0.64,
No.16,男子,50m自由形,22.3,22.76,18~24歳,22.8,8,重高良彦,セ・育見台,25/12,7.05,,0.73,
No.16,男子,50m自由形,22.3,22.76,18~24歳,22.8,10,秋澤裕介,セ・二俣川,23/42,7.17,,0.70,
No.16,男子,50m自由形,22.3,22.76,18~24歳,22.8,11,金子智哉,セ・清瀬,22/22,7.42,,0.83,
No.16,男子,50m自由形,22.3,22.76,18~24歳,22.8,12,山泉晃也,セ・東十条,21/102,8.86,,0.74,
No.16,男子,50m自由形,22.3,22.76,18~24歳,22.8,13,我妻雄大,セ・南千住,19/102,9.42,,0.68,
No.16,男子,50m自由形,22.3,22.76,18~24歳,22.8,14,和澤情,セ・八王子,24/102,9.49,,0.74,
No.16,男子,50m自由形,22.3,22.76,18~24歳,22.8,15,千原大樹,セ・自由が丘,19/13,0.14,,0.79,
No.16,男子,50m自由形,22.3,22.76,18~24歳,22.8,16,勝又晃希,セ・藤沢,13/103,0.46,,0.66,
No.16,男子,50m自由形,22.3,22.76,18~24歳,22.8,17,前納爽太,セ・葛西,16/13,1.12,,0.75,
No.16,男子,50m自由形,22.3,22.76,18~24歳,22.8,18,田村翔,セ・八王子,9/103,2.03,,0.98,
No.16,男子,50m自由形,22.3,22.76,18~24歳,22.8,19,松本海星,セ・清瀬,16/103,2.54,,0.79,
No.16,男子,50m自由形,22.3,22.76,18~24歳,22.8,20,加藤慎梧,ザノス川崎,9/13,4.00,,0.77,
No.16,男子,50m自由形,22.3,22.76,18~24歳,22.8,21,澤井康成,G-SPA,11/13,5.80,,0.94,
