種別,No,種目,年齢区分,順位,氏名_チーム名,所属_合計年齢,水路,時間,備考,メンバー1,メンバー2,メンバー3,メンバー4
リレー,No.24,混合4×50mフリーリレー,200~239歳,3,成城,202歳,4/9,2:09.45,,月田浩一,佐藤洋子,藤田一寿,佐々木多
リレー,No.24,混合4×50mフリーリレー,200~239歳,4,長津田,202歳,3/7,2:19.61,,矢部裕之,宀林佑妃,池谷千尋,久保美由紀
リレー,No.24,混合4×50mフリーリレー,200~239歳,5,府中,232歳,1/4,2:38.73,,小松崎浩,平松栄里子,谷美希子,竹内新
リレー,No.24,混合4×50mフリーリレー,200~239歳,6,慶應日吉,209歳,1/6,2:40.23,,田中遼太,RacaruGabriela,原田由美子,山本勝
リレー,No.24,混合4×50mフリーリレー,160~199歳,1,二俣川,172歳,4/6,1:59.19,,前田崇行,吉池奈々,草野茜,前田康輔
リレー,No.24,混合4×50mフリーリレー,160~199歳,2,慶應日吉,166歳,4/3,2:00.58,,菅原啓,前畑子,小豆澤和代,一田雄太
リレー,No.24,混合4×50mフリーリレー,160~199歳,3,南青山,164歳,4/5,2:00.60,,友田智哲,松尾勇太,竹山睦月,山賀勝之
リレー,No.24,混合4×50mフリーリレー,160~199歳,4,袖ヶ浦,188歳,5/10,2:01.35,,畠山雅和,加藤寿起,櫻井理恵子,豊島葉子
リレー,No.24,混合4×50mフリーリレー,160~199歳,5,葛西,172歳,4/2,2:04.42,,加地隆史,弭間政隆,溝井花代子,小林志穂
リレー,No.24,混合4×50mフリーリレー,160~199歳,6,阿佐谷,160歳,4/7,2:05.35,,棚網宏之,棚網恵理,宀合恵,和田弘太郎
リレー,No.24,混合4×50mフリーリレー,160~199歳,7,長津田,182歳,4/10,2:06.96,,藤本豊和,久保かおり,小澤有未,西野宀冬木
リレー,No.24,混合4×50mフリーリレー,160~199歳,8,川崎,161歳,3/8,2:08.25,,中込孝之,錦織佳奈子,中山翠,河野大和
リレー,No.24,混合4×50mフリーリレー,160~199歳,9,川.本,182歳,5/2,2:10.44,,吉川行,佐藤一弘,梅澤亮子,村岡亠奈
リレー,No.24,混合4×50mフリーリレー,120~159歳,1,葛西,140歳,5/5,1:51.41,,前島悠也,青木梨緒,大椛詩織,青木圭祐
リレー,No.24,混合4×50mフリーリレー,120~159歳,2,南千住,123歳,5/3,1:55.97,,村上裕哉,宀川航,真如美優,吉田のばら
リレー,No.24,混合4×50mフリーリレー,120~159歳,3,長津田,133歳,5/4,1:56.01,,村田雅治,竹下翔,川.恵,吉村華余
リレー,No.24,混合4×50mフリーリレー,120~159歳,4,成城,126歳,5/1,1:56.14,,板場貴大,中畑眸,岩田愛恵,柿沼龍史
リレー,No.24,混合4×50mフリーリレー,120~159歳,5,二俣川,121歳,5/8,1:58.27,,田中啓二朗,竹下菜々美,前田由希映,田中壮一郎
リレー,No.24,混合4×50mフリーリレー,120~159歳,6,大宀宀原,126歳,4/4,2:01.33,,皆川雅登,櫻井春佳,松澤春菜,岡内昭伍
リレー,No.24,混合4×50mフリーリレー,120~159歳,7,茂原,154歳,3/2,2:05.99,,山本和巳,岡澤美咲,岡澤志織,神戸優悠希
リレー,No.24,混合4×50mフリーリレー,120~159歳,8,平塚,139歳,3/5,2:08.27,,比留川美緒,土屋大貴,長谷川輝,木田景子
リレー,No.24,混合4×50mフリーリレー,72~119歳,1,成城,95歳,5/6,1:53.00,,服部碧,仲田笑美,丸玖瑠都,里田大介
リレー,No.24,混合4×50mフリーリレー,72~119歳,2,長津田,116歳,5/7,1:56.50,,村田斗,花井一也,高橋良,森谷麻貴
リレー,No.24,混合4×50mフリーリレー,72~119歳,3,圭瀬,117歳,5/9,1:57.51,,西沢歩,大里明日香,梶井美杏,今里昂哉
