競技番号,競技性別,競技名,世界記録,日本記録,大会記録,年齢区分,順位,リレー泳順,氏名,所属,水路,リレー時間,個人時間,リレー合計年齢,飛込タイム,LAPタイム
No.1,女子,100m個人メドレー,1:38.45,1:36.03,2:05.42,80～84歳,1,,久保美紀枝,セ・流山,1/3,,2:28.70,,1.07,33.91|1:10.46|1:54.22
No.7,女子,25m背泳ぎ,,17.53,19.33,65～69歳,7,,櫻田琴,セ・天王洲,7/10,,22.95,,0.70,
No.7,女子,25m背泳ぎ,,17.53,19.33,65～69歳,8,,原昌代,セ・市ヶ尾,8/5,,23.58,,0.70,
No.7,女子,25m背泳ぎ,,17.53,19.33,65～69歳,9,,光畑千栄子,セ・成瀬,4/2,,23.75,,0.70,
No.7,女子,25m背泳ぎ,,17.53,19.33,65～69歳,10,,小笠原京子,セ・流山,5/2,,24.05,,0.67,
No.7,女子,25m背泳ぎ,,17.53,19.33,65～69歳,11,,伊藤春美,ザバス川崎,5/6,,24.53,,0.78,
No.7,女子,25m背泳ぎ,,17.53,19.33,65～69歳,12,,東海林慶美,セ・蒲田,6/1,,25.24,,0.77,
No.7,女子,25m背泳ぎ,,17.53,19.33,65～69歳,13,,掃部典子,曽谷・セ,7/2,,25.35,,0.71,
No.7,女子,25m背泳ぎ,,17.53,19.33,65～69歳,14,,上松弘子,セ・上池袋,5/4,,25.96,,0.81,
No.7,女子,25m背泳ぎ,,17.53,19.33,65～69歳,15,,秦和加子,セ・新川崎,5/8,,26.43,,1.23,
No.7,女子,25m背泳ぎ,,17.53,19.33,65～69歳,16,,下川喜美枝,セ・南千住,6/6,,26.61,,0.73,
No.7,女子,25m背泳ぎ,,17.53,19.33,65～69歳,17,,中西トモ子,セ・越谷,4/6,,29.76,,0.79,
No.7,女子,25m背泳ぎ,,17.53,19.33,65～69歳,18,,池長幸子,セ・桶川北本,2/8,,30.84,,0.84,
No.7,女子,25m背泳ぎ,,16.24,16.60,60～64歳,1,,上野真弓,セ・二俣川,10/6,,20.66,,0.85,
No.7,女子,25m背泳ぎ,,16.24,16.60,60～64歳,2,,高見沢ゆみ子,セ・慶應日吉,8/7,,20.73,,0.67,
No.7,女子,25m背泳ぎ,,16.24,16.60,60～64歳,3,,佐藤明美,セ・館山,9/4,,20.86,,0.64,
No.7,女子,25m背泳ぎ,,16.24,16.60,60～64歳,4,,吉川,Ｇ－ＳＰＡ,10/1,,20.99,,0.66,
No.7,女子,25m背泳ぎ,,16.24,16.60,60～64歳,5,,大槻真由美,セ・清瀬,8/3,,21.66,,0.71,
No.7,女子,25m背泳ぎ,,16.24,16.60,60～64歳,6,,中野朗子,セ・慶應日吉,9/7,,21.74,,0.73,
No.7,女子,25m背泳ぎ,,16.24,16.60,60～64歳,7,,田村明美,セ・慶應日吉,9/9,,21.88,,0.82,
No.7,女子,25m背泳ぎ,,16.24,16.60,60～64歳,8,,小笠原暁子,セ・清瀬,8/8,,22.55,,0.86,
No.7,女子,25m背泳ぎ,,16.24,16.60,60～64歳,9,,宮内麻里,曽谷・セ,7/8,,23.35,,0.66,
No.7,女子,25m背泳ぎ,,16.24,16.60,60～64歳,10,,古谷幸代,セ・二俣川,8/2,,25.48,,0.95,
No.7,女子,25m背泳ぎ,,16.24,16.60,60～64歳,11,,佐々木れい,セ・志木,6/5,,25.98,,0.73,
No.7,女子,25m背泳ぎ,,16.24,16.60,60～64歳,12,,五十嵐佳澄,セ・阿佐谷,6/8,,26.76,,0.87,
No.7,女子,25m背泳ぎ,,16.24,16.60,60～64歳,13,,石井恵津,セ・自由が丘,5/10,,27.09,,0.82,
No.7,女子,25m背泳ぎ,,16.24,16.60,60～64歳,14,,半田晴子,セ・武蔵小杉,6/10,,28.38,,0.85,
No.7,女子,25m背泳ぎ,,16.24,16.60,60～64歳,15,,片野貴子,セ・二俣川,4/1,,28.68,,1.13,
No.7,女子,25m背泳ぎ,,16.24,16.60,60～64歳,16,,鈴木加代子,セ・新三郷,4/9,,32.88,,1.19,
No.7,女子,25m背泳ぎ,,15.02,16.52,55～59歳,1,,川村佳代子,セ・二俣川,11/6,,18.30,,0.62,
No.7,女子,25m背泳ぎ,,15.02,16.52,55～59歳,2,,八尋加苗,セ・松戸,10/4,,19.62,,0.65,
No.7,女子,25m背泳ぎ,,15.02,16.52,55～59歳,3,,及川薫,セ・松戸,9/8,,20.44,,0.71,
No.7,女子,25m背泳ぎ,,15.02,16.52,55～59歳,4,,小林のぞみ,セ・越谷,9/3,,20.75,,0.65,
No.7,女子,25m背泳ぎ,,15.02,16.52,55～59歳,5,,武部友美子,セ・東戸塚,10/10,,21.15,,0.69,
No.7,女子,25m背泳ぎ,,15.02,16.52,55～59歳,6,,森川佳余子,クリーンスパ,10/9,,21.74,,0.72,
No.7,女子,25m背泳ぎ,,15.02,16.52,55～59歳,7,,眞野真喜子,セ・谷津,5/5,,23.54,,0.93,
No.7,女子,25m背泳ぎ,,15.02,16.52,55～59歳,8,,佐藤直子,セ・我孫子,3/9,,26.34,,0.67,
No.7,女子,25m背泳ぎ,,15.02,16.52,55～59歳,9,,中林三恵子,セ・二俣川,3/1,,27.98,,0.96,
No.7,女子,25m背泳ぎ,,15.02,16.52,55～59歳,10,,古平正美,セ・清瀬,2/6,,28.94,,0.87,
No.7,女子,25m背泳ぎ,,15.02,16.52,55～59歳,11,,山崎裕子,セ・西新井,4/10,,34.29,,1.09,
No.7,女子,25m背泳ぎ,,14.88,16.50,50～54歳,1,,浅尾有香,セ・大森,12/7,,16.48,,0.59,
No.7,女子,25m背泳ぎ,,14.88,16.50,50～54歳,2,,友田智哲,セ・南青山,11/7,,17.52,,0.64,
No.7,女子,25m背泳ぎ,,14.88,16.50,50～54歳,3,,棚網恵理,セ・阿佐谷,11/4,,18.32,,0.64,
No.7,女子,25m背泳ぎ,,14.88,16.50,50～54歳,4,,菅原幸,セ・トレッサ,11/3,,19.14,,0.62,
No.7,女子,25m背泳ぎ,,14.88,16.50,50～54歳,5,,鈴木由佳里,セ・天王洲,11/1,,19.78,,0.69,
No.7,女子,25m背泳ぎ,,14.88,16.50,50～54歳,6,,吉岡智子,セ・新都心,10/3,,20.34,,0.75,
No.7,女子,25m背泳ぎ,,14.88,16.50,50～54歳,7,,五十嵐知佐,セ・おおたか,10/8,,20.40,,0.72,
No.7,女子,25m背泳ぎ,,14.88,16.50,50～54歳,8,,久保洋子,セ・流山,2/5,,32.24,,0.70,
No.7,女子,25m背泳ぎ,,14.49,16.41,45～49歳,1,,遠藤真理,セ・袖ケ浦,12/2,,16.73,,0.56,
No.7,女子,25m背泳ぎ,,14.49,16.41,45～49歳,2,,青山里香,セ・成瀬,12/8,,16.80,,0.65,
No.7,女子,25m背泳ぎ,,14.49,16.41,45～49歳,3,,坂本,Ｇ－ＳＰＡ,12/10,,17.76,,0.70,
No.7,女子,25m背泳ぎ,,14.49,16.41,45～49歳,4,,上田平典子,セ・市ヶ尾,11/8,,18.51,,0.65,
No.7,女子,25m背泳ぎ,,14.49,16.41,45～49歳,5,,宇田川美穂,セ・天王洲,10/7,,19.07,,0.69,
No.7,女子,25m背泳ぎ,,14.49,16.41,45～49歳,6,,貞廣瑠美子,セ・上池袋,10/2,,20.74,,0.75,
No.7,女子,25m背泳ぎ,,14.49,16.41,45～49歳,7,,吉田瑠夏,曽谷・セ,8/1,,24.27,,0.69,
No.7,女子,25m背泳ぎ,,14.49,16.41,45～49歳,8,,萩原里奈子,セ・葛西,8/10,,25.07,,0.82,
No.7,女子,25m背泳ぎ,,13.94,15.55,40～44歳,1,,永田加那子,セ・葛西,12/4,,16.65,,0.53,
No.7,女子,25m背泳ぎ,,13.36,15.91,35～39歳,1,,川北恵,セ・長津田,11/5,,16.63,,0.76,
No.7,女子,25m背泳ぎ,,13.36,15.91,35～39歳,2,,萩原ゆりか,セ・天王洲,12/9,,18.32,,0.74,
No.7,女子,25m背泳ぎ,,13.36,15.91,35～39歳,3,,小林貴美代,セ・稲毛海岸,11/2,,19.18,,0.70,
No.7,女子,25m背泳ぎ,,13.36,15.91,35～39歳,4,,國政玲,セ・南青山,6/3,,22.83,,0.67,
No.7,女子,25m背泳ぎ,,13.51,15.66,30～34歳,1,,仲田笑美,セ・成城,12/6,,16.01,,0.64,
No.7,女子,25m背泳ぎ,,13.51,15.66,30～34歳,2,,井上唯,セ・慶應日吉,11/9,,19.79,,0.71,
No.7,女子,25m背泳ぎ,,13.15,14.83,25～29歳,1,,岡澤志織,セ・茂原,12/5,,14.42,,0.61,
No.7,女子,25m背泳ぎ,,13.15,14.83,25～29歳,2,,髙橋美波,セ・武蔵小杉,12/3,,16.62,,0.58,
No.8,男子,25m背泳ぎ,,21.74,,90～94歳,1,,椎野正敏,セ・越谷,1/8,,32.73,,0.77,
No.8,男子,25m背泳ぎ,,17.27,20.14,80～84歳,1,,井口穣,セ・東戸塚,1/2,,23.62,,0.90,
No.8,男子,25m背泳ぎ,,17.27,20.14,80～84歳,2,,石川守也,セ・市川,2/8,,23.68,,0.77,
No.8,男子,25m背泳ぎ,,17.27,20.14,80～84歳,3,,高野崇,セ・戸塚,1/9,,31.14,,0.69,
No.8,男子,25m背泳ぎ,,17.27,20.14,80～84歳,4,,増山晶一,セ・下北沢,1/3,,31.39,,0.90,
No.8,男子,25m背泳ぎ,,16.75,19.45,75～79歳,1,,木崎二三男,セ・福生,2/6,,20.77,,0.65,
No.8,男子,25m背泳ぎ,,16.75,19.45,75～79歳,2,,丸喜章,セ・茂原,2/5,,22.04,,0.65,
No.8,男子,25m背泳ぎ,,16.75,19.45,75～79歳,3,,田中信夫,セ・越谷,2/9,,23.80,,0.76,
No.8,男子,25m背泳ぎ,,16.75,19.45,75～79歳,4,,大内洋,セ・葛西,1/6,,25.13,,0.81,
No.8,男子,25m背泳ぎ,,16.75,19.45,75～79歳,5,,神保伸幸,セ・南青山,1/5,,27.24,,0.87,
No.8,男子,25m背泳ぎ,,16.37,18.43,70～74歳,1,,鈴木幹男,セ・我孫子,3/7,,19.71,,0.73,
No.8,男子,25m背泳ぎ,,16.37,18.43,70～74歳,2,,臼井全人,セ・大宮宮原,3/1,,20.60,,0.84,
No.8,男子,25m背泳ぎ,,16.37,18.43,70～74歳,3,,幡場達明,セ・大宮宮原,2/7,,21.55,,0.73,
No.8,男子,25m背泳ぎ,,14.78,17.36,65～69歳,1,,冨松実,セ・二俣川,4/9,,17.08,,0.73,
No.8,男子,25m背泳ぎ,,14.78,17.36,65～69歳,2,,會田修一,セ・おおたか,4/1,,17.92,,0.86,
No.8,男子,25m背泳ぎ,,14.78,17.36,65～69歳,3,,五十嵐洋,セ・おおたか,2/4,,18.57,,0.69,
No.8,男子,25m背泳ぎ,,14.78,17.36,65～69歳,4,,西森文史郎,セ・長津田,3/8,,20.07,,0.61,
No.8,男子,25m背泳ぎ,,14.78,17.36,65～69歳,5,,岡部浩次,セ・上池袋,2/3,,25.09,,0.74,
No.8,男子,25m背泳ぎ,,14.01,14.97,60～64歳,1,,小松崎浩,セ・府中,4/10,,20.22,,0.69,
No.8,男子,25m背泳ぎ,,14.01,14.97,60～64歳,2,,今村,墨田区体育館,1/7,,27.28,,0.90,
No.8,男子,25m背泳ぎ,,13.55,13.87,55～59歳,1,,小林篤,セ・長津田,5/3,,14.07,,0.52,
No.8,男子,25m背泳ぎ,,13.55,13.87,55～59歳,2,,柄澤英也,セ・用賀,4/6,,16.11,,0.65,
No.8,男子,25m背泳ぎ,,13.55,13.87,55～59歳,3,,小倉秀和,セ・清瀬,4/5,,16.17,,0.69,
No.8,男子,25m背泳ぎ,,13.55,13.87,55～59歳,4,,宮川則仁,セ・大宮宮原,3/4,,17.39,,0.75,
No.8,男子,25m背泳ぎ,,13.55,13.87,55～59歳,5,,宮木幸彦,セ・葛西,4/2,,18.30,,0.72,
No.8,男子,25m背泳ぎ,,13.55,13.87,55～59歳,6,,福田剛紀,Ｇ－ＳＰＡ,3/5,,18.97,,0.69,
No.8,男子,25m背泳ぎ,,13.55,13.87,55～59歳,7,,温井芳浩,セ・谷津,3/6,,19.46,,0.64,
No.8,男子,25m背泳ぎ,,13.05,13.62,50～54歳,1,,河野悟,セ・慶應日吉,5/10,,14.74,,0.59,
No.8,男子,25m背泳ぎ,,13.05,13.62,50～54歳,2,,新井田將司,セ・トレッサ,4/7,,16.43,,0.62,
No.8,男子,25m背泳ぎ,,13.05,13.62,50～54歳,3,,岩永真一郎,セ・成城,2/2,,20.32,,0.76,
No.8,男子,25m背泳ぎ,,13.05,13.62,50～54歳,4,,青木正昭,セ・福生,3/2,,20.91,,0.81,
No.8,男子,25m背泳ぎ,,12.34,13.35,45～49歳,1,,寺田貴洋,セ・二俣川,5/6,,13.44,,0.61,
No.8,男子,25m背泳ぎ,,12.34,13.35,45～49歳,2,,若杉佳宏,セ・阿佐谷,3/3,,17.88,,0.69,
No.8,男子,25m背泳ぎ,,12.34,13.35,45～49歳,3,,山本聡,セ・久喜,3/9,,21.82,,0.75,
No.8,男子,25m背泳ぎ,,11.82,13.62,40～44歳,1,,西山志,セ・天王洲,5/5,,12.86,,0.59,
No.8,男子,25m背泳ぎ,,11.82,13.62,40～44歳,2,,棚網宏之,セ・阿佐谷,5/4,,14.58,,0.62,
No.8,男子,25m背泳ぎ,,11.82,13.62,40～44歳,3,,村上守,セ・成城,4/8,,16.71,,0.76,
No.8,男子,25m背泳ぎ,,11.59,13.08,35～39歳,1,,近藤寛彰,セ・桶川北本,5/2,,14.12,,0.61,
No.8,男子,25m背泳ぎ,,11.59,13.08,35～39歳,2,,福田雄太,セ・慶應日吉,5/8,,14.41,,0.57,
No.8,男子,25m背泳ぎ,,11.59,13.08,35～39歳,3,,佐々木悠介,セ・福島,3/10,,22.33,,0.68,
No.8,男子,25m背泳ぎ,,11.44,11.96,25～29歳,1,,村岡孝義,セ・桶川北本,5/7,,14.09,,0.56,
No.8,男子,25m背泳ぎ,,11.44,11.96,25～29歳,2,,青木陽輝,セ・西東京,5/1,,14.11,,0.62,
No.8,男子,25m背泳ぎ,,11.44,11.96,25～29歳,3,,加納聖士,セ・葛西,4/4,,14.97,,0.73,
No.8,男子,25m背泳ぎ,,11.44,11.96,25～29歳,4,,矢野匠,セ・葛西,4/3,,16.79,,0.59,
No.9,女子,25m平泳ぎ,,31.00,,90～94歳,1,,鈴木静江,クリーンスパ,2/4,,39.16,,1.05,
No.9,女子,25m平泳ぎ,,23.51,29.97,85～89歳,1,,大塚裕子,セ・成城,4/5,,28.39,,0.90,
No.9,女子,25m平泳ぎ,,23.51,29.97,85～89歳,2,,平井節子,セ・南千住,3/1,,31.27,,0.89,
No.9,女子,25m平泳ぎ,,21.51,25.40,80～84歳,1,,岡本靖子,セ・慶應日吉,3/5,,29.74,,1.18,
No.9,女子,25m平泳ぎ,,21.51,25.40,80～84歳,2,,浜野操子,セ・流山,2/5,,33.59,,0.97,
No.9,女子,25m平泳ぎ,,20.26,23.86,75～79歳,1,,平塚和子,セ・清瀬,7/5,,22.86,,0.75,
No.9,女子,25m平泳ぎ,,20.26,23.86,75～79歳,2,,渡部みさを,セ・慶應日吉,8/6,,23.25,,0.85,
No.9,女子,25m平泳ぎ,,20.26,23.86,75～79歳,3,,栗林眞知子,セ・成城,6/5,,24.81,,0.83,
No.9,女子,25m平泳ぎ,,20.26,23.86,75～79歳,4,,荒深なみ,セ・市ヶ尾,5/3,,28.42,,0.87,
No.9,女子,25m平泳ぎ,,20.26,23.86,75～79歳,5,,佐々木和江,セ・南千住,5/1,,29.59,,1.07,
No.9,女子,25m平泳ぎ,,20.26,23.86,75～79歳,6,,福島孝江,セ・松戸,6/10,,29.94,,0.98,
No.9,女子,25m平泳ぎ,,20.26,23.86,75～79歳,7,,末光とき子,墨田区体育館,3/6,,30.19,,0.94,
No.9,女子,25m平泳ぎ,,20.26,23.86,75～79歳,8,,藤田悦子,セ・二俣川,1/5,,34.61,,1.00,
No.9,女子,25m平泳ぎ,,20.26,23.86,75～79歳,9,,橋本順子,セ・おおたか,2/2,,37.10,,1.11,
No.9,女子,25m平泳ぎ,,20.26,23.86,75～79歳,10,,安部澄子,セ・我孫子,1/8,,37.42,,,
No.9,女子,25m平泳ぎ,,20.26,23.86,75～79歳,11,,栗原羊子,セ・流山,2/6,,40.99,,0.98,
No.9,女子,25m平泳ぎ,,18.95,19.97,70～74歳,1,,瀧下節子,セ・志木,8/2,,23.86,,0.84,
No.9,女子,25m平泳ぎ,,18.95,19.97,70～74歳,2,,小澤優子,セ・葛西,5/5,,24.35,,0.80,
No.9,女子,25m平泳ぎ,,18.95,19.97,70～74歳,3,,畠山眞由美,セ・柏,4/8,,25.97,,0.96,
No.9,女子,25m平泳ぎ,,18.95,19.97,70～74歳,4,,矢島きよえ,CS南行徳,3/8,,27.52,,1.16,
No.9,女子,25m平泳ぎ,,18.95,19.97,70～74歳,5,,吉田あけみ,セ・館山,1/7,,28.07,,0.89,
No.9,女子,25m平泳ぎ,,18.95,19.97,70～74歳,6,,岡村悦子,セ・おおたか,2/3,,29.83,,1.14,
No.9,女子,25m平泳ぎ,,18.95,19.97,70～74歳,7,,池淵玲子,セ・慶應日吉,1/6,,37.28,,0.76,
No.9,女子,25m平泳ぎ,,17.90,19.42,65～69歳,1,,高梨美樹,セ・成城,9/4,,22.04,,0.82,
No.9,女子,25m平泳ぎ,,17.90,19.42,65～69歳,2,,西村恵子,セ・西東京,7/6,,22.56,,0.88,
No.9,女子,25m平泳ぎ,,17.90,19.42,65～69歳,3,,佐々木和恵,セ・松戸,6/6,,23.20,,0.90,
No.9,女子,25m平泳ぎ,,17.90,19.42,65～69歳,4,,櫻田琴,セ・天王洲,5/7,,23.72,,0.81,
No.9,女子,25m平泳ぎ,,17.90,19.42,65～69歳,5,,三枚堂かよ子,セ・阿佐谷,8/3,,23.94,,0.81,
No.9,女子,25m平泳ぎ,,17.90,19.42,65～69歳,6,,掃部典子,曽谷・セ,6/1,,25.67,,1.19,
No.9,女子,25m平泳ぎ,,17.90,19.42,65～69歳,7,,上松弘子,セ・上池袋,7/3,,26.63,,0.93,
No.9,女子,25m平泳ぎ,,17.90,19.42,65～69歳,8,,花形一実,セ・南千住,4/6,,27.42,,1.22,
No.9,女子,25m平泳ぎ,,17.90,19.42,65～69歳,9,,市川喜代子,セ・成城,7/8,,27.74,,,
No.9,女子,25m平泳ぎ,,17.90,19.42,65～69歳,10,,小沢邦恵,セ・二俣川,5/9,,27.80,,,
No.9,女子,25m平泳ぎ,,17.90,19.42,65～69歳,11,,松田則子,セ・成瀬,4/2,,28.32,,1.13,
No.9,女子,25m平泳ぎ,,17.90,19.42,65～69歳,12,,油井みどり,セ・新浦安,5/2,,28.38,,1.00,
No.9,女子,25m平泳ぎ,,17.90,19.42,65～69歳,13,,池田真理子,セ・大森,3/7,,33.98,,1.29,
No.9,女子,25m平泳ぎ,,17.90,19.42,65～69歳,14,,小高和子,セ・桶川北本,2/7,,36.15,,,
No.9,女子,25m平泳ぎ,,16.77,18.90,60～64歳,1,,磯村由紀子,セ・越谷,6/4,,19.98,,0.84,
No.9,女子,25m平泳ぎ,,16.77,18.90,60～64歳,2,,石井菜穂美,セ・市川,10/2,,20.73,,0.88,
No.9,女子,25m平泳ぎ,,16.77,18.90,60～64歳,3,,小池理恵子,セ・阿佐谷,9/7,,21.80,,0.98,
No.9,女子,25m平泳ぎ,,16.77,18.90,60～64歳,4,,石原なおみ,セ・阿佐谷,8/4,,22.21,,0.77,
No.9,女子,25m平泳ぎ,,16.77,18.90,60～64歳,5,,亀山幸江,セ・Ｓ湘南台,5/4,,24.35,,0.87,
No.9,女子,25m平泳ぎ,,16.77,18.90,60～64歳,6,,平松栄里子,セ・府中,4/4,,24.41,,0.88,
No.9,女子,25m平泳ぎ,,16.77,18.90,60～64歳,7,,長野佐稚子,セ・東十条,8/9,,24.42,,1.00,
No.9,女子,25m平泳ぎ,,16.77,18.90,60～64歳,8,,太刀岡早苗,セ・市ヶ尾,6/7,,24.45,,0.98,
No.9,女子,25m平泳ぎ,,16.77,18.90,60～64歳,9,,吉野ひとみ,セ・松戸,5/8,,24.89,,0.78,
No.9,女子,25m平泳ぎ,,16.77,18.90,60～64歳,10,,平澤馨,セ・府中,1/3,,27.52,,,
No.9,女子,25m平泳ぎ,,16.77,18.90,60～64歳,11,,野崎由美子,セ・おおたか,4/9,,28.35,,1.01,
No.9,女子,25m平泳ぎ,,16.77,18.90,60～64歳,12,,長嶋玲子,セ・稲毛海岸,4/1,,29.45,,0.94,
No.9,女子,25m平泳ぎ,,16.77,18.90,60～64歳,13,,佐々木政子,セ・大森,3/9,,31.21,,0.98,
No.9,女子,25m平泳ぎ,,16.77,18.90,60～64歳,14,,黒川慶子,セ・上池袋,3/3,,31.40,,0.84,
No.9,女子,25m平泳ぎ,,16.43,17.63,55～59歳,1,,佐藤洋子,セ・成城,9/3,,20.50,,0.75,
No.9,女子,25m平泳ぎ,,16.43,17.63,55～59歳,2,,本多律子,セ・市ヶ尾,9/8,,20.96,,0.84,
No.9,女子,25m平泳ぎ,,16.43,17.63,55～59歳,3,,池田直子,セ・大森,8/8,,21.56,,0.76,
No.9,女子,25m平泳ぎ,,16.43,17.63,55～59歳,4,,角南美貴,セ・我孫子,8/7,,22.60,,0.73,
No.9,女子,25m平泳ぎ,,16.43,17.63,55～59歳,5,,西田三佐子,セ・大宮宮原,9/1,,22.80,,0.75,
No.9,女子,25m平泳ぎ,,16.43,17.63,55～59歳,6,,森川佳余子,クリーンスパ,9/10,,23.47,,0.87,
No.9,女子,25m平泳ぎ,,16.43,17.63,55～59歳,7,,及川薫,セ・松戸,4/7,,23.49,,0.93,
No.9,女子,25m平泳ぎ,,16.43,17.63,55～59歳,8,,杉野幸恵,セ・越谷,6/2,,24.47,,1.07,
No.9,女子,25m平泳ぎ,,16.43,17.63,55～59歳,9,,鈴木夏実,セ・慶應日吉,5/10,,26.90,,0.97,
No.9,女子,25m平泳ぎ,,16.43,17.63,55～59歳,10,,佐藤淳子,セ・久喜,3/2,,30.17,,1.06,
No.9,女子,25m平泳ぎ,,15.88,17.75,50～54歳,1,,舘野美香,セ・目黒,9/5,,18.54,,0.96,
No.9,女子,25m平泳ぎ,,15.88,17.75,50～54歳,2,,柳有美子,セ・おおたか,8/10,,19.84,,0.82,
No.9,女子,25m平泳ぎ,,15.88,17.75,50～54歳,3,,田原文月,セ・南千住,9/6,,22.08,,0.90,
No.9,女子,25m平泳ぎ,,15.88,17.75,50～54歳,4,,有路さくら,セ・福生,6/3,,22.27,,0.80,
No.9,女子,25m平泳ぎ,,15.88,17.75,50～54歳,5,,磯村麻衣子,セ・上池袋,7/4,,22.30,,0.72,
No.9,女子,25m平泳ぎ,,15.88,17.75,50～54歳,6,,吉岡智子,セ・新都心,8/1,,22.89,,0.82,
No.9,女子,25m平泳ぎ,,15.88,17.75,50～54歳,7,,高間智子,セ・自由が丘,7/7,,23.84,,0.75,
No.9,女子,25m平泳ぎ,,15.88,17.75,50～54歳,8,,平林由美,CS南行徳,6/8,,24.06,,0.95,
No.9,女子,25m平泳ぎ,,15.88,17.75,50～54歳,9,,北原暁美,セ・南青山,2/8,,25.53,,0.87,
No.9,女子,25m平泳ぎ,,15.88,17.75,50～54歳,10,,兼子敬子,セ・南千住,4/3,,31.62,,0.84,
No.9,女子,25m平泳ぎ,,15.56,16.32,45～49歳,1,,櫻井理恵子,セ・袖ケ浦,10/10,,19.64,,0.86,
No.9,女子,25m平泳ぎ,,15.56,16.32,45～49歳,2,,高橋真美,セ・清瀬,10/8,,19.79,,0.73,
No.9,女子,25m平泳ぎ,,15.56,16.32,45～49歳,3,,関根順子,クリーンスパ,10/1,,20.04,,0.81,
No.9,女子,25m平泳ぎ,,15.56,16.32,45～49歳,4,,芳賀加代子,セ・南青山,4/10,,22.92,,0.82,
No.9,女子,25m平泳ぎ,,15.56,16.32,45～49歳,5,,清水佳苗,曽谷・セ,6/9,,23.26,,0.97,
No.9,女子,25m平泳ぎ,,15.56,16.32,45～49歳,6,,安垣真美,セ・南青山,7/2,,24.09,,0.74,
No.9,女子,25m平泳ぎ,,15.28,17.31,40～44歳,1,,瀬原まどか,セ・阿佐谷,10/5,,16.70,,0.61,
No.9,女子,25m平泳ぎ,,15.28,17.31,40～44歳,2,,中村可奈子,セ・おおたか,10/4,,18.07,,0.68,
No.9,女子,25m平泳ぎ,,15.28,17.31,40～44歳,3,,久保かおり,セ・長津田,8/5,,21.83,,0.88,
No.9,女子,25m平泳ぎ,,15.28,17.31,40～44歳,4,,井島孝子,セ・天王洲,3/4,,23.67,,1.17,
No.9,女子,25m平泳ぎ,,15.28,17.31,40～44歳,5,,谷美希子,セ・府中,7/9,,24.92,,0.84,
No.9,女子,25m平泳ぎ,,14.87,16.96,30～34歳,1,,深堀陽子,セ・二俣川,10/3,,19.18,,0.85,
No.9,女子,25m平泳ぎ,,14.87,16.96,30～34歳,2,,片桐由里恵,セ・Ｓ湘南台,7/10,,20.28,,0.79,
No.9,女子,25m平泳ぎ,,14.87,16.96,30～34歳,3,,岡澤美咲,セ・茂原,7/1,,23.26,,0.80,
No.9,女子,25m平泳ぎ,,14.31,16.30,25～29歳,1,,森谷麻貴,セ・長津田,9/2,,20.84,,0.76,
No.9,女子,25m平泳ぎ,,14.71,15.83,18～24歳,1,,一條巴瑠,セ・柏,10/7,,17.44,,0.67,
No.9,女子,25m平泳ぎ,,14.71,15.83,18～24歳,2,,星野真美,セ・志木,10/6,,18.08,,0.64,
No.9,女子,25m平泳ぎ,,14.71,15.83,18～24歳,3,,松本彩花,セ・二俣川,9/9,,21.62,,0.84,
No.10,男子,25m平泳ぎ,,18.20,19.69,80～84歳,1,,池端孝一,セ・成瀬,4/10,,25.16,,0.88,
No.10,男子,25m平泳ぎ,,17.26,18.59,75～79歳,1,,土屋久司,セ・西東京,3/5,,21.26,,1.13,
No.10,男子,25m平泳ぎ,,17.26,18.59,75～79歳,2,,太田与洋,セ・新浦安,2/6,,25.17,,1.03,
No.10,男子,25m平泳ぎ,,17.26,18.59,75～79歳,3,,泉保央,セ・慶應日吉,1/5,,26.39,,,
No.10,男子,25m平泳ぎ,,17.26,18.59,75～79歳,4,,神保伸幸,セ・南青山,2/4,,29.11,,1.23,
No.10,男子,25m平泳ぎ,,17.26,18.59,75～79歳,5,,小野田義人,セ・自由が丘,1/6,,30.01,,1.42,
No.10,男子,25m平泳ぎ,,17.26,18.59,75～79歳,6,,手塚満,セ・おおたか,1/7,,31.40,,0.82,
No.10,男子,25m平泳ぎ,,16.18,17.77,70～74歳,1,,吉村進,セ・阿佐谷,6/3,,17.88,,0.66,
No.10,男子,25m平泳ぎ,,16.18,17.77,70～74歳,2,,堀井昭雅,セ・久喜,4/5,,19.05,,0.77,
No.10,男子,25m平泳ぎ,,16.18,17.77,70～74歳,3,,安髙祐三,セ・越谷,4/4,,20.25,,0.69,
No.10,男子,25m平泳ぎ,,16.18,17.77,70～74歳,4,,前川正,セ・Ｆ東戸塚,5/7,,20.28,,0.76,
No.10,男子,25m平泳ぎ,,16.18,17.77,70～74歳,5,,若山,Ｇ－ＳＰＡ,4/3,,21.39,,0.97,
No.10,男子,25m平泳ぎ,,16.18,17.77,70～74歳,6,,橋本亘,セ・おおたか,3/10,,24.62,,0.86,
No.10,男子,25m平泳ぎ,,15.07,17.26,65～69歳,1,,松田賢治,セ・大宮宮原,5/5,,17.36,,0.85,
No.10,男子,25m平泳ぎ,,15.07,17.26,65～69歳,2,,岡村賢二,セ・新都心,5/3,,17.45,,0.81,
No.10,男子,25m平泳ぎ,,15.07,17.26,65～69歳,3,,中村浩司,セ・青砥,4/9,,20.10,,0.83,
No.10,男子,25m平泳ぎ,,15.07,17.26,65～69歳,4,,山梨英克,セ・我孫子,4/6,,20.31,,0.72,
