イベントNo,性別,種目,年齢区分,順位,氏名,チーム名,合計年齢,所属,水路,記録,備考,種別
8,男子,25m背泳ぎ,40～44歳,1,西山,,,志       セ・天王洲,5/ 5,12.86,･大会新,個人
8,男子,25m背泳ぎ,40～44歳,2,棚網 宏之,,,セ・阿佐谷,5/ 4,14.58,,個人
8,男子,25m背泳ぎ,40～44歳,3,村上,,,守       セ・成城,4/ 8,16.71,,個人
8,男子,25m背泳ぎ,35～39歳,1,近藤 寛彰,,,セ・桶川北本,5/ 2,14.12,,個人
8,男子,25m背泳ぎ,35～39歳,2,福田 雄太,,,セ・慶應日吉,5/ 8,14.41,,個人
8,男子,25m背泳ぎ,35～39歳,3,佐々木悠介,,,セ・福島,3/10,22.33,,個人
8,男子,25m背泳ぎ,25～29歳,1,村岡 孝義,,,セ・桶川北本,5/ 7,14.09,,個人
8,男子,25m背泳ぎ,25～29歳,2,青木 陽輝,,,セ・西東京,5/ 1,14.11,,個人
8,男子,25m背泳ぎ,25～29歳,3,加納,,,聖士       セ・葛西,4/ 4,14.97,,個人
8,男子,25m背泳ぎ,25～29歳,4,矢野,,,匠       セ・葛西,4/ 3,16.79,,個人
9,女子,25m平泳ぎ,90～94歳,1,鈴木 静江,,,クリーンスパ,2/ 4,39.16,,個人
9,女子,25m平泳ぎ,85～89歳,1,大塚,,,裕子       セ・成城,4/ 5,28.39,･大会新,個人
9,女子,25m平泳ぎ,85～89歳,2,平井,,,節子       セ・南千住,3/ 1,31.27,,個人
9,女子,25m平泳ぎ,80～84歳,1,岡本 靖子,,,セ・慶應日吉,3/ 5,29.74,,個人
9,女子,25m平泳ぎ,80～84歳,2,浜野,,,操子       セ・流山,2/ 5,33.59,,個人
9,女子,25m平泳ぎ,75～79歳,1,平塚,,,和子       セ・清瀬,7/ 5,22.86,･大会新,個人
9,女子,25m平泳ぎ,75～79歳,2,渡部みさを,,,セ・慶應日吉,8/ 6,23.25,･大会新,個人
9,女子,25m平泳ぎ,75～79歳,3,栗林眞知子,,,セ・成城,6/ 5,24.81,,個人
9,女子,25m平泳ぎ,75～79歳,4,荒深,,,なみ       セ・市ヶ尾,5/ 3,28.42,,個人
9,女子,25m平泳ぎ,75～79歳,5,佐々木和江,,,セ・南千住,5/ 1,29.59,,個人
9,女子,25m平泳ぎ,75～79歳,6,福島,,,孝江       セ・松戸,6/10,29.94,,個人
9,女子,25m平泳ぎ,75～79歳,7,末光とき子,,,墨田区体育館,3/ 6,30.19,,個人
9,女子,25m平泳ぎ,75～79歳,8,藤田 悦子,,,セ・二俣川,1/ 5,34.61,,個人
9,女子,25m平泳ぎ,75～79歳,9,橋本,,,順子       セ・おおたか,2/ 2,37.10,,個人
9,女子,25m平泳ぎ,75～79歳,10,安部,,,澄子       セ・我孫子,1/ 8,37.42,,個人
9,女子,25m平泳ぎ,75～79歳,11,栗原,,,羊子       セ・流山,2/ 6,40.99,,個人
9,女子,25m平泳ぎ,70～74歳,1,瀧下,,,節子       セ・志木,8/ 2,23.86,,個人
9,女子,25m平泳ぎ,70～74歳,2,小澤,,,優子       セ・葛西,5/ 5,24.35,,個人
9,女子,25m平泳ぎ,70～74歳,3,畠山眞由美,,,セ・柏,4/ 8,25.97,,個人
9,女子,25m平泳ぎ,70～74歳,4,矢島きよえ,,,CS南行徳,3/ 8,27.52,,個人
9,女子,25m平泳ぎ,70～74歳,5,吉田あけみ,,,セ・館山,1/ 7,28.07,,個人
9,女子,25m平泳ぎ,70～74歳,6,岡村 悦子,,,セ・おおたか,2/ 3,29.83,,個人
9,女子,25m平泳ぎ,70～74歳,7,池淵,,,玲子       セ・慶應日吉,1/ 6,37.28,,個人
9,女子,25m平泳ぎ,65～69歳,1,高梨,,,美樹       セ・成城,9/ 4,22.04,,個人
9,女子,25m平泳ぎ,65～69歳,2,西村,,,恵子       セ・西東京,7/ 6,22.56,,個人
9,女子,25m平泳ぎ,65～69歳,3,佐々木和恵,,,セ・松戸,6/ 6,23.20,,個人
9,女子,25m平泳ぎ,65～69歳,4,櫻田,,,琴       セ・天王洲,5/ 7,23.72,,個人
9,女子,25m平泳ぎ,65～69歳,5,三枚堂かよ子,,,セ・阿佐谷,8/ 3,23.94,,個人
9,女子,25m平泳ぎ,65～69歳,6,掃部,,,典子       曽谷・セ,6/ 1,25.67,,個人
9,女子,25m平泳ぎ,65～69歳,7,上松 弘子,,,セ・上池袋,7/ 3,26.63,,個人
9,女子,25m平泳ぎ,65～69歳,8,花形,,,一実       セ・南千住,4/ 6,27.42,,個人
9,女子,25m平泳ぎ,65～69歳,9,市川喜代子,,,セ・成城,7/ 8,27.74,,個人
9,女子,25m平泳ぎ,65～69歳,10,小沢,,,邦恵       セ・二俣川,5/ 9,27.80,,個人
9,女子,25m平泳ぎ,65～69歳,11,松田,,,則子       セ・成瀬,4/ 2,28.32,,個人
9,女子,25m平泳ぎ,65～69歳,12,油井みどり,,,セ・新浦安,5/ 2,28.38,,個人
9,女子,25m平泳ぎ,65～69歳,13,池田真理子,,,セ・大森,3/ 7,33.98,,個人
9,女子,25m平泳ぎ,65～69歳,14,小高,,,和子       セ・桶川北本,2/ 7,36.15,,個人
9,女子,25m平泳ぎ,60～64歳,1,磯村由紀子,,,セ・越谷,6/ 4,19.98,,個人
9,女子,25m平泳ぎ,60～64歳,2,石井菜穂美,,,セ・市川,10/ 2,20.73,,個人
9,女子,25m平泳ぎ,60～64歳,3,小池理恵子,,,セ・阿佐谷,9/ 7,21.80,,個人
9,女子,25m平泳ぎ,60～64歳,4,石原なおみ,,,セ・阿佐谷,8/ 4,22.21,,個人
9,女子,25m平泳ぎ,60～64歳,5,亀山,,,幸江       セ・Ｓ湘南台,5/ 4,24.35,,個人
9,女子,25m平泳ぎ,60～64歳,6,平松栄里子,,,セ・府中,4/ 4,24.41,,個人
9,女子,25m平泳ぎ,60～64歳,7,長野佐稚子,,,セ・東十条,8/ 9,24.42,,個人
9,女子,25m平泳ぎ,60～64歳,8,太刀岡早苗,,,セ・市ヶ尾,6/ 7,24.45,,個人
9,女子,25m平泳ぎ,60～64歳,9,吉野ひとみ,,,セ・松戸,5/ 8,24.89,,個人
9,女子,25m平泳ぎ,60～64歳,10,平澤,,,馨       セ・府中,1/ 3,27.52,,個人
9,女子,25m平泳ぎ,60～64歳,11,野崎由美子,,,セ・おおたか,4/ 9,28.35,,個人
9,女子,25m平泳ぎ,60～64歳,12,長嶋 玲子,,,セ・稲毛海岸,4/ 1,29.45,,個人
9,女子,25m平泳ぎ,60～64歳,13,佐々木政子,,,セ・大森,3/ 9,31.21,,個人
9,女子,25m平泳ぎ,60～64歳,14,黒川,,,慶子       セ・上池袋,3/ 3,31.40,,個人
9,女子,25m平泳ぎ,55～59歳,1,佐藤,,,洋子       セ・成城,9/ 3,20.50,,個人
9,女子,25m平泳ぎ,55～59歳,2,本多,,,律子       セ・市ヶ尾,9/ 8,20.96,,個人
9,女子,25m平泳ぎ,55～59歳,3,池田 直子,,,セ・大森,8/ 8,21.56,,個人
9,女子,25m平泳ぎ,55～59歳,4,角南,,,美貴       セ・我孫子,8/ 7,22.60,,個人
9,女子,25m平泳ぎ,55～59歳,5,西田三佐子,,,セ・大宮宮原,9/ 1,22.80,,個人
9,女子,25m平泳ぎ,55～59歳,6,森川佳余子,,,クリーンスパ,9/10,23.47,,個人
9,女子,25m平泳ぎ,55～59歳,7,及川,,,薫       セ・松戸,4/ 7,23.49,,個人
9,女子,25m平泳ぎ,55～59歳,8,杉野 幸恵,,,セ・越谷,6/ 2,24.47,,個人
9,女子,25m平泳ぎ,55～59歳,9,鈴木 夏実,,,セ・慶應日吉,5/10,26.90,,個人
9,女子,25m平泳ぎ,55～59歳,10,佐藤 淳子,,,セ・久喜,3/ 2,30.17,,個人
9,女子,25m平泳ぎ,50～54歳,1,舘野,,,美香       セ・目黒,9/ 5,18.54,,個人
9,女子,25m平泳ぎ,50～54歳,2,柳 有美子,,,セ・おおたか,8/10,19.84,,個人
9,女子,25m平泳ぎ,50～54歳,3,田原 文月,,,セ・南千住,9/ 6,22.08,,個人
9,女子,25m平泳ぎ,50～54歳,4,有路さくら,,,セ・福生,6/ 3,22.27,,個人
9,女子,25m平泳ぎ,50～54歳,5,磯村麻衣子,,,セ・上池袋,7/ 4,22.30,,個人
9,女子,25m平泳ぎ,50～54歳,6,吉岡,,,智子       セ・新都心,8/ 1,22.89,,個人
9,女子,25m平泳ぎ,50～54歳,7,高間,,,智子       セ・自由が丘,7/ 7,23.84,,個人
9,女子,25m平泳ぎ,50～54歳,8,平林 由美,,,CS南行徳,6/ 8,24.06,,個人
9,女子,25m平泳ぎ,50～54歳,9,北原 暁美,,,セ・南青山,2/ 8,25.53,,個人
9,女子,25m平泳ぎ,50～54歳,10,兼子,,,敬子       セ・南千住,4/ 3,31.62,,個人
9,女子,25m平泳ぎ,45～49歳,1,櫻井理恵子,,,セ・袖ケ浦,10/10,19.64,,個人
9,女子,25m平泳ぎ,45～49歳,2,高橋,,,真美       セ・清瀬,10/ 8,19.79,,個人
9,女子,25m平泳ぎ,45～49歳,3,関根,,,順子       クリーンスパ,10/ 1,20.04,,個人
9,女子,25m平泳ぎ,45～49歳,4,芳賀加代子,,,セ・南青山,4/10,22.92,,個人
9,女子,25m平泳ぎ,45～49歳,5,清水,,,佳苗       曽谷・セ,6/ 9,23.26,,個人
9,女子,25m平泳ぎ,45～49歳,6,安垣 真美,,,セ・南青山,7/ 2,24.09,,個人
9,女子,25m平泳ぎ,40～44歳,1,瀬原まどか,,,セ・阿佐谷,10/ 5,16.70,･大会新,個人
9,女子,25m平泳ぎ,40～44歳,2,中村可奈子,,,セ・おおたか,10/ 4,18.07,,個人
9,女子,25m平泳ぎ,40～44歳,3,久保かおり,,,セ・長津田,8/ 5,21.83,,個人
9,女子,25m平泳ぎ,40～44歳,4,井島,,,孝子       セ・天王洲,3/ 4,23.67,,個人
9,女子,25m平泳ぎ,40～44歳,5,谷 美希子,,,セ・府中,7/ 9,24.92,,個人
9,女子,25m平泳ぎ,30～34歳,1,深堀 陽子,,,セ・二俣川,10/ 3,19.18,,個人
9,女子,25m平泳ぎ,30～34歳,2,片桐由里恵,,,セ・Ｓ湘南台,7/10,20.28,,個人
9,女子,25m平泳ぎ,30～34歳,3,岡澤,,,美咲       セ・茂原,7/ 1,23.26,,個人
9,女子,25m平泳ぎ,25～29歳,1,森谷,,,麻貴       セ・長津田,9/ 2,20.84,,個人
9,女子,25m平泳ぎ,18～24歳,1,一條,,,巴瑠       セ・柏,10/ 7,17.44,,個人
9,女子,25m平泳ぎ,18～24歳,2,星野,,,真美       セ・志木,10/ 6,18.08,,個人
9,女子,25m平泳ぎ,18～24歳,3,松本 彩花,,,セ・二俣川,9/ 9,21.62,,個人
10,男子,25m平泳ぎ,80～84歳,1,池端,,,孝一    セ・成瀬,4/10,25.16,,個人
10,男子,25m平泳ぎ,75～79歳,1,土屋,,,久司    セ・西東京,3/ 5,21.26,,個人
10,男子,25m平泳ぎ,75～79歳,2,太田,,,与洋    セ・新浦安,2/ 6,25.17,,個人
10,男子,25m平泳ぎ,75～79歳,3,泉保,,,央    セ・慶應日吉,1/ 5,26.39,,個人
10,男子,25m平泳ぎ,75～79歳,4,神保,,,伸幸    セ・南青山,2/ 4,29.11,,個人
10,男子,25m平泳ぎ,75～79歳,5,小野田義人,,,セ・自由が丘,1/ 6,30.01,,個人
10,男子,25m平泳ぎ,75～79歳,6,手塚,,,満    セ・おおたか,1/ 7,31.40,,個人
10,男子,25m平泳ぎ,70～74歳,1,吉村,,,進    セ・阿佐谷,6/ 3,17.88,,個人
10,男子,25m平泳ぎ,70～74歳,2,堀井,,,昭雅    セ・久喜,4/ 5,19.05,,個人
10,男子,25m平泳ぎ,70～74歳,3,安髙 祐三,,,セ・越谷,4/ 4,20.25,,個人
10,男子,25m平泳ぎ,70～74歳,4,前川,,,正    セ・Ｆ東戸塚,5/ 7,20.28,,個人
10,男子,25m平泳ぎ,70～74歳,5,若山,,,聖亮    Ｇ－ＳＰＡ,4/ 3,21.39,,個人
10,男子,25m平泳ぎ,70～74歳,6,橋本,,,亘    セ・おおたか,3/10,24.62,,個人
10,男子,25m平泳ぎ,65～69歳,1,松田 賢治,,,セ・大宮宮原,5/ 5,17.36,,個人
10,男子,25m平泳ぎ,65～69歳,2,岡村 賢二,,,セ・新都心,5/ 3,17.45,,個人
10,男子,25m平泳ぎ,65～69歳,3,中村 浩司,,,セ・青砥,4/ 9,20.10,,個人
10,男子,25m平泳ぎ,65～69歳,4,山梨,,,英克    セ・我孫子,4/ 6,20.31,,個人
10,男子,25m平泳ぎ,65～69歳,5,山中 一男,,,セ・阿佐谷,3/ 6,20.85,,個人
10,男子,25m平泳ぎ,65～69歳,6,袴塚,,,哲也    墨田区体育館,2/ 8,25.90,,個人
10,男子,25m平泳ぎ,60～64歳,1,廣松,,,伸一    セ・市ヶ尾,7/ 5,16.00,,個人
10,男子,25m平泳ぎ,60～64歳,2,奥平,,,裕二    セ・トレッサ,6/ 5,16.13,,個人
10,男子,25m平泳ぎ,60～64歳,3,小林,,,健    セ・葛西,7/10,16.92,,個人
10,男子,25m平泳ぎ,60～64歳,4,松下,,,尚之    セ・流山,5/ 8,19.57,,個人
10,男子,25m平泳ぎ,60～64歳,5,浅井,,,速人    セ・葛西,4/ 1,20.91,,個人
10,男子,25m平泳ぎ,60～64歳,6,黒川 恵一,,,セ・市ヶ尾,4/ 2,22.55,,個人
10,男子,25m平泳ぎ,60～64歳,7,金田,,,雅之    セ・能見台,3/ 3,22.88,,個人
10,男子,25m平泳ぎ,60～64歳,8,今村,,,賢治    墨田区体育館,2/ 5,24.49,,個人
10,男子,25m平泳ぎ,55～59歳,1,坂野,,,照雄    セ・越谷,7/ 9,16.61,,個人
10,男子,25m平泳ぎ,55～59歳,2,江藤 邦徳,,,セ・流山,5/ 9,17.44,,個人
10,男子,25m平泳ぎ,55～59歳,3,宮木 幸彦,,,セ・葛西,6/ 7,17.82,,個人
10,男子,25m平泳ぎ,55～59歳,4,穴田,,,啓樹    セ・慶應日吉,5/ 6,19.32,,個人
10,男子,25m平泳ぎ,55～59歳,5,中島,,,茂    セ・Ｓ湘南台,5/ 2,19.86,,個人
10,男子,25m平泳ぎ,55～59歳,6,久保田信利,,,ザバス八景,3/ 2,20.11,,個人
10,男子,25m平泳ぎ,55～59歳,7,池上,,,功    セ・亀有,4/ 8,22.02,,個人
10,男子,25m平泳ぎ,55～59歳,8,福田 義晴,,,セ・市川,2/ 7,23.09,,個人
10,男子,25m平泳ぎ,55～59歳,9,珠数 拓也,,,セ・新浦安,3/ 8,24.63,,個人
10,男子,25m平泳ぎ,55～59歳,10,佐藤,,,流生    セ・天王洲,3/ 1,26.61,,個人
10,男子,25m平泳ぎ,55～59歳,11,冨澤,,,正明    セ・青砥,1/ 3,32.57,,個人
10,男子,25m平泳ぎ,50～54歳,1,小森 康弘,,,セ・葛西,8/ 4,13.82,,個人
10,男子,25m平泳ぎ,50～54歳,2,岡村 勝重,,,セ・長津田,7/ 6,16.01,,個人
10,男子,25m平泳ぎ,50～54歳,3,祖川,,,久茂    セ・長津田,7/ 1,16.40,,個人
10,男子,25m平泳ぎ,50～54歳,4,原田,,,真    セ・葛西,6/ 2,17.65,,個人
10,男子,25m平泳ぎ,50～54歳,5,大沢 祐輔,,,セ・福生,6/ 9,17.69,,個人
10,男子,25m平泳ぎ,50～54歳,6,阿部 賢裕,,,セ・能見台,6/ 8,17.78,,個人
10,男子,25m平泳ぎ,50～54歳,7,久保田裕一,,,セ・慶應日吉,5/ 4,18.65,,個人
10,男子,25m平泳ぎ,50～54歳,8,紺野,,,忠大    セ・阿佐谷,6/ 1,19.02,,個人
10,男子,25m平泳ぎ,50～54歳,9,加藤,,,大輔    セ・横浜,5/ 1,20.40,,個人
10,男子,25m平泳ぎ,50～54歳,11,松林,,,徹    セ・越谷,3/ 9,21.44,,個人
10,男子,25m平泳ぎ,50～54歳,12,岡田 能行,,,セ・越谷,3/ 4,21.86,,個人
10,男子,25m平泳ぎ,50～54歳,13,鈴木 克彦,,,セ・平塚,2/ 3,21.99,,個人
10,男子,25m平泳ぎ,50～54歳,14,北野 善則,,,セ・新都心,3/ 7,22.28,,個人
10,男子,25m平泳ぎ,50～54歳,15,井上 浩志,,,セ・袖ケ浦,1/ 4,22.72,,個人
10,男子,25m平泳ぎ,45～49歳,1,大作,,,善祥    セ・おおたか,7/ 4,15.77,,個人
10,男子,25m平泳ぎ,45～49歳,2,今井,,,裕介    セ・南千住,7/ 2,16.13,,個人
10,男子,25m平泳ぎ,40～44歳,1,西尾 直人,,,セ・武蔵小杉,8/ 2,15.11,,個人
10,男子,25m平泳ぎ,40～44歳,2,勝吉,,,進一    セ・慶應日吉,8/ 1,15.13,,個人
10,男子,25m平泳ぎ,40～44歳,3,宇佐美 学,,,セ・大森,4/ 7,19.22,,個人
10,男子,25m平泳ぎ,35～39歳,1,宮川,,,航    セ・南千住,8/ 6,13.47,,個人
10,男子,25m平泳ぎ,35～39歳,2,増田,,,究    セ・平塚,8/ 8,13.90,,個人
10,男子,25m平泳ぎ,35～39歳,3,長田,,,裕史    セ・柏,8/ 9,14.82,,個人
10,男子,25m平泳ぎ,30～34歳,1,前島,,,悠也    セ・葛西,8/ 3,14.06,,個人
10,男子,25m平泳ぎ,30～34歳,2,金子奨太郎,,,セ・南青山,6/10,21.00,,個人
10,男子,25m平泳ぎ,25～29歳,1,荒井,,,啓汰    セ・阿佐谷,8/ 7,13.97,,個人
10,男子,25m平泳ぎ,25～29歳,2,加間 英貴,,,セ・天王洲,8/ 5,14.25,,個人
10,男子,25m平泳ぎ,25～29歳,3,曽我辺直人,,,セ・慶應日吉,7/ 3,14.54,,個人
10,男子,25m平泳ぎ,25～29歳,4,矢野,,,匠    セ・葛西,8/10,15.82,,個人
10,男子,25m平泳ぎ,25～29歳,5,竹下,,,翔    セ・長津田,7/ 7,16.38,,個人
10,男子,25m平泳ぎ,25～29歳,6,長尾隆太郎,,,セ・越谷,5/10,18.08,,個人
10,男子,25m平泳ぎ,18～24歳,1,木村 隼人,,,セ・八王子,6/ 4,14.36,,個人
10,男子,25m平泳ぎ,18～24歳,2,野中 海貴,,,セ・葛西,7/ 8,15.18,,個人
11,女子,25mバタフライ,80～84歳,1,八田,,,清子   セ・松戸,4/ 9,26.68,,個人
11,女子,25mバタフライ,75～79歳,1,大山,,,恵子   セ・葛西,10/ 1,19.15,,個人
11,女子,25mバタフライ,75～79歳,2,郡司 米子,,,セ・八千代台,5/ 6,23.84,,個人
11,女子,25mバタフライ,75～79歳,3,宇田川礼子,,,セ・我孫子,2/ 8,24.42,,個人
11,女子,25mバタフライ,75～79歳,4,古旗,,,美鈴   セ・上池袋,7/ 7,24.49,,個人
11,女子,25mバタフライ,75～79歳,5,樋口,,,孝子   セ・阿佐谷,5/ 5,24.52,,個人
11,女子,25mバタフライ,75～79歳,6,酒井,,,愛子   セ・湘南ＬＴ,4/ 6,25.15,,個人
11,女子,25mバタフライ,75～79歳,7,浅野美恵子,,,セ・蒲田,3/ 3,26.45,,個人
11,女子,25mバタフライ,75～79歳,8,小島,,,律子   セ・谷津,3/ 4,26.58,,個人
11,女子,25mバタフライ,75～79歳,9,岡田 啓子,,,セ・桶川北本,1/ 2,28.73,,個人
11,女子,25mバタフライ,75～79歳,10,末光とき子,,,墨田区体育館,1/ 3,29.45,,個人
11,女子,25mバタフライ,75～79歳,11,山本まり子,,,セ・能見台,1/ 5,31.24,,個人
11,女子,25mバタフライ,75～79歳,12,橋本,,,順子   セ・おおたか,1/ 6,33.50,,個人
11,女子,25mバタフライ,70～74歳,1,ダン,,,典子   セ・自由が丘,10/ 5,18.60,,個人
11,女子,25mバタフライ,70～74歳,2,岩崎,,,良子   セ・おおたか,8/ 6,19.50,,個人
11,女子,25mバタフライ,70～74歳,3,中村,,,和子   セ・越谷,8/ 4,19.78,,個人
11,女子,25mバタフライ,70～74歳,4,梅田栄己子,,,セ・天王洲,7/ 8,21.40,,個人
11,女子,25mバタフライ,70～74歳,5,小池,,,藤子   セ・新三郷,7/ 6,22.30,,個人
11,女子,25mバタフライ,70～74歳,6,相澤 史子,,,セ・松戸,6/ 3,23.33,,個人
11,女子,25mバタフライ,70～74歳,7,譲原,,,恵子   セ・我孫子,6/ 2,24.62,,個人
11,女子,25mバタフライ,70～74歳,8,藤井 道子,,,セ・我孫子,1/ 4,24.84,,個人
11,女子,25mバタフライ,70～74歳,9,渡辺 米子,,,クリーンスパ,5/10,25.73,,個人
11,女子,25mバタフライ,70～74歳,10,大久保祐美子,,,セ・おおたか,4/ 1,25.94,,個人
11,女子,25mバタフライ,70～74歳,11,平山,,,啓子   セ・南青山,4/ 7,26.37,,個人
11,女子,25mバタフライ,70～74歳,12,中島,,,初美   セ・大森,2/ 3,29.94,,個人
11,女子,25mバタフライ,70～74歳,13,富樫,,,博子   セ・大森,2/ 1,30.36,,個人
11,女子,25mバタフライ,70～74歳,14,佐藤 睦子,,,セ・新浦安,3/ 2,35.37,,個人
11,女子,25mバタフライ,65～69歳,1,綱川香代子,,,セ・新浦安,12/ 8,16.70,･大会新,個人
11,女子,25mバタフライ,65～69歳,2,遠藤 常子,,,CS南行徳,8/ 5,18.17,,個人
11,女子,25mバタフライ,65～69歳,3,立石由美子,,,セ・大森,9/ 6,18.56,,個人
11,女子,25mバタフライ,65～69歳,4,米澤美智子,,,セ・成瀬,9/ 5,20.08,,個人
11,女子,25mバタフライ,65～69歳,5,森本,,,美恵   セ・松戸,8/ 7,20.16,,個人
11,女子,25mバタフライ,65～69歳,6,浅野みどり,,,セ・天王洲,6/ 6,20.38,,個人
11,女子,25mバタフライ,65～69歳,7,倉林 明子,,,セ・おおたか,6/ 9,20.61,,個人
11,女子,25mバタフライ,65～69歳,8,土屋,,,悦子   セ・二俣川,5/ 7,21.02,,個人
11,女子,25mバタフライ,65～69歳,9,野島,,,正代   セ・阿佐谷,8/ 3,21.05,,個人
11,女子,25mバタフライ,65～69歳,10,関口,,,智子   セ・西東京,6/ 5,21.68,,個人
11,女子,25mバタフライ,65～69歳,11,下川喜美枝,,,セ・南千住,7/10,22.30,,個人
11,女子,25mバタフライ,65～69歳,12,武原 英子,,,セ・蒲田,4/ 3,23.00,,個人
11,女子,25mバタフライ,65～69歳,13,東海林慶美,,,セ・蒲田,5/ 4,23.43,,個人
11,女子,25mバタフライ,65～69歳,14,余宮まりえ,,,芦屋海浜公園,7/ 2,23.94,,個人
11,女子,25mバタフライ,65～69歳,15,原田由美子,,,セ・慶應日吉,5/ 8,25.35,,個人
11,女子,25mバタフライ,65～69歳,16,馬場,,,栄子   セ・おおたか,4/ 5,25.73,,個人
11,女子,25mバタフライ,65～69歳,17,米林,,,清子   セ・越谷,5/ 3,25.89,,個人
11,女子,25mバタフライ,65～69歳,18,窪田,,,久恵   セ・上池袋,7/ 9,26.13,,個人
11,女子,25mバタフライ,65～69歳,19,松浦 敏子,,,セ・我孫子,1/ 7,26.14,,個人
11,女子,25mバタフライ,65～69歳,20,油井みどり,,,セ・新浦安,3/ 5,31.58,,個人
11,女子,25mバタフライ,60～64歳,1,若林 朋子,,,セ・大宮宮原,12/ 5,15.90,,個人
11,女子,25mバタフライ,60～64歳,2,田中,,,貴子   セ・清瀬,12/ 3,16.44,,個人
11,女子,25mバタフライ,60～64歳,3,木下,,,和代   セ・亀有,11/ 5,16.88,,個人
11,女子,25mバタフライ,60～64歳,4,武井麻知子,,,セ・二俣川,12/ 7,17.18,,個人
11,女子,25mバタフライ,60～64歳,5,羽山恵津子,,,セ・葛西,11/ 7,17.38,,個人
11,女子,25mバタフライ,60～64歳,6,中野内嘉子,,,セ・慶應日吉,9/ 4,18.58,,個人
11,女子,25mバタフライ,60～64歳,7,吉川,,,千晶   Ｇ－ＳＰＡ,11/ 9,18.73,,個人
11,女子,25mバタフライ,60～64歳,8,岡田 眞弓,,,セ・清瀬,7/ 5,19.09,,個人
11,女子,25mバタフライ,60～64歳,9,高橋,,,久美   セ・松戸,8/ 9,21.26,,個人
11,女子,25mバタフライ,60～64歳,10,田中,,,香苗   セ・青砥,2/ 4,22.65,,個人
11,女子,25mバタフライ,60～64歳,11,小野美智子,,,セ・南宇都宮,3/ 8,23.30,,個人
11,女子,25mバタフライ,60～64歳,12,清水 孝子,,,セ・福生,7/ 3,23.69,,個人
11,女子,25mバタフライ,60～64歳,13,柳沢,,,智子   セ・成城,4/ 8,25.28,,個人
11,女子,25mバタフライ,60～64歳,14,佐々木れい,,,セ・志木,6/ 4,26.06,,個人
11,女子,25mバタフライ,60～64歳,15,松永かおり,,,セ・蒲田,4/10,27.90,,個人
11,女子,25mバタフライ,60～64歳,16,菊池佐千代,,,セ・流山,2/ 6,28.12,,個人
11,女子,25mバタフライ,60～64歳,17,平澤,,,馨   セ・府中,1/ 8,28.65,,個人
11,女子,25mバタフライ,60～64歳,18,大芦,,,薫   セ・清瀬,2/ 7,31.56,,個人
11,女子,25mバタフライ,60～64歳,19,勝又,,,聡子   セ・福生,1/ 9,38.89,,個人
11,女子,25mバタフライ,55～59歳,1,仲田久美子,,,セ・成城,12/ 6,15.66,,個人
